BENCH;backend;size;block_size;iterations;thread;gpus;time
nbody;PARALLEL_BACK_STARPU;98304;2048;5;24;4;11.63139700
nbody;PARALLEL_BACK_STARPU;98304;2048;5;23;3;11.90059600
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;24;2;4.40626478
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;25;1;8.45735931
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;23;2;6.13901997
nbody;PARALLEL_BACK_STARPU;98304;2048;5;23;3;10.88475400
nbody;PARALLEL_BACK_STARPU;114688;2048;5;23;2;27.06036300
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;24;1;10.87991524
nbody;PARALLEL_BACK_STARPU;98304;2048;5;23;4;10.90133600
nbody;PARALLEL_BACK_STARPU;131072;2048;5;25;2;31.40871900
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;24;2;9.59689045
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;27;1;16.64126968
nbody;PARALLEL_BACK_STARPU;65536;2048;5;23;1;7.53779700
nbody;PARALLEL_BACK_STARPU;65536;2048;5;27;1;7.24161800
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;22;2;4.64757586
nbody;PARALLEL_BACK_STARPU;65536;2048;5;27;1;7.23931800
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;25;2;11.60298729
nbody;PARALLEL_BACK_STARPU;114688;2048;5;25;3;15.85752000
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;26;1;8.47082710
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;24;2;11.46587086
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;23;3;6.84261084
nbody;PARALLEL_BACK_STARPU;65536;2048;5;26;2;7.44452600
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;23;3;4.05553484
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;24;2;4.76713085
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;27;1;13.22246361
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;26;1;10.47707462
nbody;PARALLEL_BACK_STARPU;131072;2048;5;23;3;24.74517400
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;22;3;6.71892786
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;26;2;11.62778187
nbody;PARALLEL_BACK_STARPU;131072;2048;5;23;4;18.42294600
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;23;3;10.30942822
nbody;PARALLEL_BACK_STARPU;65536;2048;5;26;2;7.56362800
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;24;2;6.34871578
nbody;PARALLEL_BACK_STARPU;131072;2048;5;25;2;31.43274600
nbody;PARALLEL_BACK_STARPU;131072;2048;5;22;3;25.88988700
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;24;4;14.56145096
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;26;2;7.61171913
nbody;PARALLEL_BACK_STARPU;65536;2048;5;23;4;6.96861900
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;25;3;8.50951195
nbody;PARALLEL_BACK_STARPU;81920;2048;5;24;1;16.70574600
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;24;1;5.77277613
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;23;4;6.38606405
nbody;PARALLEL_BACK_STARPU;65536;2048;5;25;2;7.27551500
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;22;1;13.70737076
nbody;PARALLEL_BACK_STARPU;131072;2048;5;22;4;18.08095700
nbody;PARALLEL_BACK_STARPU;114688;2048;5;22;4;14.26975700
nbody;PARALLEL_BACK_STARPU;81920;2048;5;25;3;9.94422600
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;23;2;4.53869009
nbody;PARALLEL_BACK_STARPU;114688;2048;5;23;4;13.27918800
nbody;PARALLEL_BACK_STARPU;65536;2048;5;24;1;7.25464100
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;24;4;7.64027882
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;25;2;6.22857285
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;27;1;13.34863186
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;22;1;5.97489023
nbody;PARALLEL_BACK_STARPU;131072;2048;5;23;3;24.99177000
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;24;1;5.78707981
nbody;PARALLEL_BACK_STARPU;81920;2048;5;24;2;9.07267700
nbody;PARALLEL_BACK_STARPU;65536;2048;5;26;1;7.24425700
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;23;2;4.64654779
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;22;1;5.88390684
nbody;PARALLEL_BACK_STARPU;131072;2048;5;24;3;24.10832300
nbody;PARALLEL_BACK_STARPU;131072;2048;5;24;3;25.64559600
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;23;2;11.35962772
nbody;PARALLEL_BACK_STARPU;98304;2048;5;24;3;11.07584800
nbody;PARALLEL_BACK_STARPU;98304;2048;5;22;1;23.08953900
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;23;3;6.29929018
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;26;2;11.29751492
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;22;2;9.83999252
nbody;PARALLEL_BACK_STARPU;65536;2048;5;26;1;7.23907000
nbody;PARALLEL_BACK_STARPU;114688;2048;5;22;2;27.16262200
nbody;PARALLEL_BACK_STARPU;114688;2048;5;26;2;25.20541500
nbody;PARALLEL_BACK_STARPU;65536;2048;5;22;1;8.40322600
nbody;PARALLEL_BACK_STARPU;81920;2048;5;23;2;9.71894300
nbody;PARALLEL_BACK_STARPU;65536;2048;5;25;3;7.27277600
nbody;PARALLEL_BACK_STARPU;81920;2048;5;24;2;9.23994300
nbody;PARALLEL_BACK_STARPU;98304;2048;5;23;2;17.28938900
nbody;PARALLEL_BACK_STARPU;81920;2048;5;24;1;17.61849800
nbody;PARALLEL_BACK_STARPU;98304;2048;5;23;1;22.85956600
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;22;3;8.38650799
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;27;1;5.92249393
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;22;4;8.53002644
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;25;1;8.42399502
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;23;3;8.45879936
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;22;1;5.94472122
nbody;PARALLEL_BACK_STARPU;81920;2048;5;24;2;9.38454300
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;24;3;8.25010967
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;27;1;8.68600082
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;22;4;10.57180405
nbody;PARALLEL_BACK_STARPU;114688;2048;5;23;1;25.32670200
nbody;PARALLEL_BACK_STARPU;114688;2048;5;25;2;25.04171100
nbody;PARALLEL_BACK_STARPU;114688;2048;5;24;3;16.78929800
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;23;3;8.56466103
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;26;1;10.47679806
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;27;1;5.89953613
nbody;PARALLEL_BACK_STARPU;65536;2048;5;22;4;6.82327100
nbody;PARALLEL_BACK_STARPU;98304;2048;5;22;4;11.02981100
nbody;PARALLEL_BACK_STARPU;98304;2048;5;27;1;23.03443700
nbody;PARALLEL_BACK_STARPU;65536;2048;5;22;1;8.37257800
nbody;PARALLEL_BACK_STARPU;81920;2048;5;24;1;17.75238600
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;26;2;11.19303989
nbody;PARALLEL_BACK_STARPU;98304;2048;5;23;1;22.20456400
nbody;PARALLEL_BACK_STARPU;98304;2048;5;25;3;11.18991300
nbody;PARALLEL_BACK_STARPU;65536;2048;5;27;1;7.23964200
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;25;3;7.71527815
nbody;PARALLEL_BACK_STARPU;81920;2048;5;22;3;9.10306600
nbody;PARALLEL_BACK_STARPU;114688;2048;5;24;3;17.43140000
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;26;2;7.46731997
nbody;PARALLEL_BACK_STARPU;131072;2048;5;25;3;23.92352500
nbody;PARALLEL_BACK_STARPU;81920;2048;5;27;1;14.35582200
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;22;1;13.73552608
nbody;PARALLEL_BACK_STARPU;98304;2048;5;22;3;11.98928400
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;22;2;8.26819229
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;24;1;8.48394203
nbody;PARALLEL_BACK_STARPU;81920;2048;5;25;3;9.13762500
nbody;PARALLEL_BACK_STARPU;81920;2048;5;22;4;9.20113900
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;23;4;8.60299492
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;25;2;11.11689854
nbody;PARALLEL_BACK_STARPU;65536;2048;5;25;3;7.89459500
nbody;PARALLEL_BACK_STARPU;114688;2048;5;27;1;26.14670100
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;24;4;9.48108864
nbody;PARALLEL_BACK_STARPU;98304;2048;5;25;3;11.15769100
nbody;PARALLEL_BACK_STARPU;98304;2048;5;23;1;22.67319300
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;24;3;5.20623493
nbody;PARALLEL_BACK_STARPU;81920;2048;5;24;3;9.14155700
nbody;PARALLEL_BACK_STARPU;114688;2048;5;25;3;17.69129300
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;22;2;12.16579056
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;25;3;12.35942268
nbody;PARALLEL_BACK_STARPU;114688;2048;5;24;1;25.37725000
nbody;PARALLEL_BACK_STARPU;114688;2048;5;25;1;26.76353900
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;22;1;16.34305382
nbody;PARALLEL_BACK_STARPU;114688;2048;5;24;3;17.00007400
nbody;PARALLEL_BACK_STARPU;114688;2048;5;26;2;24.78830600
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;22;2;6.07536316
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;24;4;10.17095375
nbody;PARALLEL_BACK_STARPU;114688;2048;5;23;1;25.46874900
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;26;1;15.81524467
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;24;4;13.79169273
nbody;PARALLEL_BACK_STARPU;81920;2048;5;23;3;9.05043300
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;26;2;12.60858536
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;27;1;8.69051838
nbody;PARALLEL_BACK_STARPU;131072;2048;5;22;2;30.45693000
nbody;PARALLEL_BACK_STARPU;81920;2048;5;23;4;9.15797800
nbody;PARALLEL_BACK_STARPU;131072;2048;5;22;4;18.58892500
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;22;4;8.81160641
nbody;PARALLEL_BACK_STARPU;81920;2048;5;22;3;9.10881200
nbody;PARALLEL_BACK_STARPU;131072;2048;5;22;3;25.83892800
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;23;4;5.07982922
nbody;PARALLEL_BACK_STARPU;114688;2048;5;26;1;26.24113500
nbody;PARALLEL_BACK_STARPU;98304;2048;5;22;3;11.64209500
nbody;PARALLEL_BACK_STARPU;114688;2048;5;27;1;26.80917000
nbody;PARALLEL_BACK_STARPU;131072;2048;5;23;2;31.03810600
nbody;PARALLEL_BACK_STARPU;81920;2048;5;25;1;16.65157600
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;25;2;9.54637718
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;22;2;6.17327976
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;24;3;4.00547600
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;24;1;15.79802990
nbody;PARALLEL_BACK_STARPU;65536;2048;5;22;2;7.33518000
nbody;PARALLEL_BACK_STARPU;98304;2048;5;23;3;10.89199400
nbody;PARALLEL_BACK_STARPU;114688;2048;5;26;1;27.16875000
nbody;PARALLEL_BACK_STARPU;114688;2048;5;22;1;26.90863200
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;23;3;10.24764633
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;22;2;11.40417767
nbody;PARALLEL_BACK_STARPU;81920;2048;5;24;4;9.67992300
nbody;PARALLEL_BACK_STARPU;98304;2048;5;26;1;22.27448300
nbody;PARALLEL_BACK_STARPU;81920;2048;5;27;1;14.29095000
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;26;2;9.74837780
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;24;3;4.01301622
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;22;1;8.51480865
nbody;PARALLEL_BACK_STARPU;81920;2048;5;23;1;18.46008600
nbody;PARALLEL_BACK_STARPU;131072;2048;5;24;1;31.06932200
nbody;PARALLEL_BACK_STARPU;81920;2048;5;26;1;15.07308900
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;25;2;6.26710415
nbody;PARALLEL_BACK_STARPU;131072;2048;5;26;2;31.16036100
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;26;1;5.86232615
nbody;PARALLEL_BACK_STARPU;81920;2048;5;24;2;9.42935100
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;27;1;13.31406689
nbody;PARALLEL_BACK_STARPU;81920;2048;5;24;4;9.46414000
nbody;PARALLEL_BACK_STARPU;131072;2048;5;23;2;31.47825900
nbody;PARALLEL_BACK_STARPU;81920;2048;5;25;1;16.52365900
nbody;PARALLEL_BACK_STARPU;81920;2048;5;26;2;9.24640500
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;24;2;7.87174797
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;22;3;5.19019890
nbody;PARALLEL_BACK_STARPU;65536;2048;5;24;4;7.20769400
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;24;2;4.59175205
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;26;1;5.81180191
nbody;PARALLEL_BACK_STARPU;81920;2048;5;25;1;16.04935000
nbody;PARALLEL_BACK_STARPU;114688;2048;5;23;1;26.96896000
nbody;PARALLEL_BACK_STARPU;98304;2048;5;26;1;22.91530000
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;25;1;8.56599808
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;23;1;5.91650391
nbody;PARALLEL_BACK_STARPU;81920;2048;5;22;1;19.21949000
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;24;3;5.35136318
nbody;PARALLEL_BACK_STARPU;114688;2048;5;23;1;26.30690400
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;24;4;10.68171024
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;24;1;13.18459702
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;25;3;8.38256264
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;22;2;8.04920101
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;22;4;4.97539282
nbody;PARALLEL_BACK_STARPU;114688;2048;5;23;3;16.60111100
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;25;1;5.77214193
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;22;3;6.85209513
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;26;1;8.40001106
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;23;1;16.19720840
nbody;PARALLEL_BACK_STARPU;131072;2048;5;24;4;18.18826100
nbody;PARALLEL_BACK_STARPU;81920;2048;5;22;1;18.64672800
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;22;4;8.52488518
nbody;PARALLEL_BACK_STARPU;98304;2048;5;23;2;16.51852800
nbody;PARALLEL_BACK_STARPU;81920;2048;5;22;2;10.10648200
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;23;2;4.45655012
nbody;PARALLEL_BACK_STARPU;114688;2048;5;25;2;25.53903400
nbody;PARALLEL_BACK_STARPU;114688;2048;5;25;2;25.04040500
nbody;PARALLEL_BACK_STARPU;131072;2048;5;22;1;36.08634300
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;26;1;15.87463093
nbody;PARALLEL_BACK_STARPU;65536;2048;5;22;3;7.42475300
nbody;PARALLEL_BACK_STARPU;81920;2048;5;22;4;9.10357200
nbody;PARALLEL_BACK_STARPU;81920;2048;5;26;2;9.06164900
nbody;PARALLEL_BACK_STARPU;65536;2048;5;26;2;7.28360600
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;22;4;9.96576500
nbody;PARALLEL_BACK_STARPU;81920;2048;5;24;3;9.09028800
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;23;4;5.00562906
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;22;4;3.90096498
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;24;3;4.04999304
nbody;PARALLEL_BACK_STARPU;65536;2048;5;22;2;7.50148700
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;22;1;10.92002773
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;24;1;11.13367558
nbody;PARALLEL_BACK_STARPU;81920;2048;5;24;1;17.64398800
nbody;PARALLEL_BACK_STARPU;65536;2048;5;25;2;7.26857900
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;26;2;8.99071217
nbody;PARALLEL_BACK_STARPU;81920;2048;5;24;3;9.07576000
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;22;4;10.16798973
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;22;4;6.46809387
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;23;3;4.09548283
nbody;PARALLEL_BACK_STARPU;131072;2048;5;23;1;30.64634400
nbody;PARALLEL_BACK_STARPU;98304;2048;5;27;1;22.79303400
nbody;PARALLEL_BACK_STARPU;131072;2048;5;23;4;17.89919400
nbody;PARALLEL_BACK_STARPU;98304;2048;5;22;2;17.69879600
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;22;4;10.25427818
nbody;PARALLEL_BACK_STARPU;65536;2048;5;25;1;7.24053400
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;24;2;9.32104301
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;25;3;7.96192789
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;27;1;5.95294285
nbody;PARALLEL_BACK_STARPU;65536;2048;5;23;1;7.53602600
nbody;PARALLEL_BACK_STARPU;131072;2048;5;25;3;23.59340500
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;23;4;10.06000137
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;25;1;10.87680912
nbody;PARALLEL_BACK_STARPU;131072;2048;5;26;2;31.18291200
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;25;2;4.43324184
nbody;PARALLEL_BACK_STARPU;98304;2048;5;22;4;11.05987500
nbody;PARALLEL_BACK_STARPU;81920;2048;5;27;1;14.33637600
nbody;PARALLEL_BACK_STARPU;98304;2048;5;24;1;22.89568200
nbody;PARALLEL_BACK_STARPU;114688;2048;5;23;1;26.66726400
nbody;PARALLEL_BACK_STARPU;81920;2048;5;22;4;9.06158900
nbody;PARALLEL_BACK_STARPU;65536;2048;5;24;1;7.24786100
hotspot;PARALLEL_BACK_STARPU;16384;1024;5;22;4;6.46445179
nbody;PARALLEL_BACK_STARPU;114688;2048;5;22;1;26.14785000
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;23;4;10.36963081
nbody;PARALLEL_BACK_STARPU;81920;2048;5;22;1;18.01906600
nbody;PARALLEL_BACK_STARPU;131072;2048;5;26;2;31.86156700
nbody;PARALLEL_BACK_STARPU;81920;2048;5;23;3;9.32090300
hotspot;PARALLEL_BACK_STARPU;12288;1024;5;23;2;4.73893404
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;22;4;8.74291801
nbody;PARALLEL_BACK_STARPU;131072;2048;5;25;1;30.03761300
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;24;2;9.54351711
nbody;PARALLEL_BACK_STARPU;131072;2048;5;24;2;31.11910500
nbody;PARALLEL_BACK_STARPU;81920;2048;5;25;3;9.17205900
nbody;PARALLEL_BACK_STARPU;114688;2048;5;26;1;27.13452200
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;23;2;11.46284580
hotspot;PARALLEL_BACK_STARPU;20480;1024;5;23;2;11.94451427
nbody;PARALLEL_BACK_STARPU;65536;2048;5;25;2;7.26635100
nbody;PARALLEL_BACK_STARPU;98304;2048;5;25;1;22.59730000
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;25;1;8.46444416
hotspot;PARALLEL_BACK_STARPU;14336;1024;5;22;4;4.81204700
nbody;PARALLEL_BACK_STARPU;65536;2048;5;25;1;7.24013600
nbody;PARALLEL_BACK_STARPU;114688;2048;5;24;3;16.81468400
hotspot;PARALLEL_BACK_STARPU;18432;1024;5;25;1;13.21179295
hotspot;SERIAL;12288;12288;5;1;0;362.91854858
hotspot;SERIAL;14336;14336;5;1;0;494.03640747
nbody;SERIAL;81920;81920;5;1;0;310.02464800
nbody;SERIAL;81920;81920;5;1;0;309.93599500
nbody;SERIAL;81920;81920;5;1;0;309.93806900
nbody;SERIAL;81920;81920;5;1;0;309.93548500
hotspot;SERIAL;16384;16384;5;1;0;645.36791992
nbody;SERIAL;131072;131072;5;1;0;793.67227100
nbody;SERIAL;98304;98304;5;1;0;446.42823800
hotspot;SERIAL;18432;18432;5;1;0;816.52935791
nbody;SERIAL;114688;114688;5;1;0;607.63880800
nbody;SERIAL;131072;131072;5;1;0;793.44383700
nbody;SERIAL;131072;131072;5;1;0;793.46501700
hotspot;SERIAL;18432;18432;5;1;0;816.04663086
nbody;SERIAL;98304;98304;5;1;0;446.30375700
hotspot;SERIAL;14336;14336;5;1;0;493.69012451
nbody;SERIAL;114688;114688;5;1;0;607.46990100
hotspot;SERIAL;16384;16384;5;1;0;645.23138428
hotspot;SERIAL;16384;16384;5;1;0;645.25183105
nbody;SERIAL;81920;81920;5;1;0;309.92871200
hotspot;SERIAL;12288;12288;5;1;0;363.00796509
hotspot;SERIAL;18432;18432;5;1;0;816.02990723
hotspot;SERIAL;18432;18432;5;1;0;816.57684326
nbody;SERIAL;131072;131072;5;1;0;793.44919900
hotspot;SERIAL;12288;12288;5;1;0;362.88827515
nbody;SERIAL;131072;131072;5;1;0;793.45238000
hotspot;SERIAL;20480;20480;5;1;0;1007.61090088
nbody;SERIAL;114688;114688;5;1;0;607.45975500
nbody;SERIAL;65536;65536;5;1;0;198.35711500
hotspot;SERIAL;12288;12288;5;1;0;362.70965576
hotspot;SERIAL;14336;14336;5;1;0;493.71463013
nbody;SERIAL;65536;65536;5;1;0;198.35836000
nbody;SERIAL;98304;98304;5;1;0;446.30093800
nbody;SERIAL;114688;114688;5;1;0;607.45909400
hotspot;SERIAL;16384;16384;5;1;0;645.27514648
hotspot;SERIAL;14336;14336;5;1;0;493.93038940
nbody;SERIAL;114688;114688;5;1;0;607.46295200
hotspot;SERIAL;20480;20480;5;1;0;1007.59936523
hotspot;SERIAL;14336;14336;5;1;0;493.73229980
hotspot;SERIAL;20480;20480;5;1;0;1007.57531738
hotspot;SERIAL;18432;18432;5;1;0;816.54846191
nbody;SERIAL;65536;65536;5;1;0;198.35705500
nbody;SERIAL;65536;65536;5;1;0;198.35827000
nbody;SERIAL;98304;98304;5;1;0;446.30402100
hotspot;SERIAL;16384;16384;5;1;0;645.25567627
hotspot;SERIAL;20480;20480;5;1;0;1008.04028320
hotspot;SERIAL;12288;12288;5;1;0;362.94415283
hotspot;SERIAL;20480;20480;5;1;0;1008.13006592
nbody;SERIAL;98304;98304;5;1;0;446.30089600
nbody;SERIAL;65536;65536;5;1;0;198.35751800
